ID	POEM_NUMBER	POEM	STANZA	LINE_ORDER	LINE_IN_SOURCE	LINE	ALIGNMENT	RHYME	RHYME_WORD	RHYMEIDS
1467	90	風雨	90.2	1	風雨瀟a[syu]瀟	風 + 雨 + 瀟 + 瀟	風 + 雨 + 瀟 + syu	a	瀟	0 0 0 401
1468	90	風雨	90.2	2	雞鳴膠a[keu]膠。	雞 + 鳴 + 膠 + 膠	雞 + 鳴 + 膠 + keu	a	膠	0 0 0 401
1469	90	風雨	90.2	3	既見君子	既 + 見 + 君 + 子	既 + 見 + 君 + 子			0 0 0 0
1470	90	風雨	90.2	4	云胡不a[thiu]瘳。（幽部）	云 + 胡 + 不 + 瘳	云 + 胡 + 不 + thiu	a	瘳	0 0 0 401
1471	90	風雨	90.3	1	風雨如a[xuə]晦	風 + 雨 + 如 + 晦	風 + 雨 + 如 + xuə	a	晦	0 0 0 402
1472	90	風雨	90.3	2	雞鳴不a[jiə]已。	雞 + 鳴 + 不 + 已	雞 + 鳴 + 不 + jiə	a	已	0 0 0 402
1473	90	風雨	90.3	3	既見君a[tziə]子	既 + 見 + 君 + 子	既 + 見 + 君 + tziə	a	子	0 0 0 402
1474	90	風雨	90.3	4	云胡不a[xiə]喜。（之部）	云 + 胡 + 不 + 喜	云 + 胡 + 不 + xiə	a	喜	0 0 0 402
1475	91	子衿	91.1	1	青青子a[kiəm]衿	青 + 青 + 子 + 衿	青 + 青 + 子 + kiəm	a	衿	0 0 0 403
1476	91	子衿	91.1	2	悠悠我a[siəm]心。	悠 + 悠 + 我 + 心	悠 + 悠 + 我 + siəm	a	心	0 0 0 403
1477	91	子衿	91.1	3	縱我不往	縱 + 我 + 不 + 往	縱 + 我 + 不 + 往			0 0 0 0
1478	91	子衿	91.1	4	子寧不嗣a[iəm]音。（侵部）	子 + 寧 + 不 + 嗣 + 音	子 + 寧 + 不 + 嗣 + iəm	a	音	0 0 0 0 403
1479	91	子衿	91.2	1	青青子a[buə]佩	青 + 青 + 子 + 佩	青 + 青 + 子 + buə	a	佩	0 0 0 404
1480	91	子衿	91.2	2	悠悠我a[siə]思。	悠 + 悠 + 我 + 思	悠 + 悠 + 我 + siə	a	思	0 0 0 404
1481	91	子衿	91.2	3	縱我不往	縱 + 我 + 不 + 往	縱 + 我 + 不 + 往			0 0 0 0
1482	91	子衿	91.2	4	子寧不a[lə]來。（之部）	子 + 寧 + 不 + 來	子 + 寧 + 不 + lə	a	來	0 0 0 404
1483	91	子衿	91.3	1	挑兮a[that]達兮	挑 + 兮 + 達 + 兮	挑 + 兮 + that + 兮	a	達	0 0 405 0
1484	91	子衿	91.3	2	在城a[khiuat]闕兮。	在 + 城 + 闕 + 兮	在 + 城 + khiuat + 兮	a	闕	0 0 405 0
1485	91	子衿	91.3	3	一日不見	一 + 日 + 不 + 見	一 + 日 + 不 + 見			0 0 0 0
1486	91	子衿	91.3	4	如三a[ngiuat]月兮。（月部）	如 + 三 + 月 + 兮	如 + 三 + ngiuat + 兮	a	月	0 0 405 0
1487	92	揚之水	92.1	1	揚之水	揚 + 之 + 水	揚 + 之 + 水			0 0 0
1488	92	揚之水	92.1	2	不流束a[tshia]楚。	不 + 流 + 束 + 楚	不 + 流 + 束 + tshia	a	楚	0 0 0 406
1489	92	揚之水	92.1	3	終鮮兄弟	終 + 鮮 + 兄 + 弟	終 + 鮮 + 兄 + 弟			0 0 0 0
1490	92	揚之水	92.1	4	維予與a[njia]女。	維 + 予 + 與 + 女	維 + 予 + 與 + njia	a	女	0 0 0 406
1491	92	揚之水	92.1	5	無信人之言	無 + 信 + 人 + 之 + 言	無 + 信 + 人 + 之 + 言			0 0 0 0 0
1492	92	揚之水	92.1	6	人實迋a[njia]女。（鱼部）	人 + 實 + 迋 + 女	人 + 實 + 迋 + njia	a	女	0 0 0 406
1493	92	揚之水	92.2	1	揚之水	揚 + 之 + 水	揚 + 之 + 水			0 0 0
1494	92	揚之水	92.2	2	不流束a[sien]薪。	不 + 流 + 束 + 薪	不 + 流 + 束 + sien	a	薪	0 0 0 407
1495	92	揚之水	92.2	3	終鮮兄弟	終 + 鮮 + 兄 + 弟	終 + 鮮 + 兄 + 弟			0 0 0 0
1496	92	揚之水	92.2	4	維予二a[njien]人。	維 + 予 + 二 + 人	維 + 予 + 二 + njien	a	人	0 0 0 407
1497	92	揚之水	92.2	5	無信人之言	無 + 信 + 人 + 之 + 言	無 + 信 + 人 + 之 + 言			0 0 0 0 0
1498	92	揚之水	92.2	6	人實不a[sien]信。（真部）	人 + 實 + 不 + 信	人 + 實 + 不 + sien	a	信	0 0 0 407
1499	93	出其東門	93.1	1	出其東a[muən]門	出 + 其 + 東 + 門	出 + 其 + 東 + muən	a	門	0 0 0 408
1500	93	出其東門	93.1	2	有女如a[hiuən]雲。	有 + 女 + 如 + 雲	有 + 女 + 如 + hiuən	a	雲	0 0 0 408
1501	93	出其東門	93.1	3	雖則如a[hiuən]雲	雖 + 則 + 如 + 雲	雖 + 則 + 如 + hiuən	a	雲	0 0 0 408
1502	93	出其東門	93.1	4	匪我思a[dzuən]存。	匪 + 我 + 思 + 存	匪 + 我 + 思 + dzuən	a	存	0 0 0 408
1503	93	出其東門	93.1	5	縞衣綦a[kiən]巾	縞 + 衣 + 綦 + 巾	縞 + 衣 + 綦 + kiən	a	巾	0 0 0 408
1504	93	出其東門	93.1	6	聊樂我a[hyuən]員。（文部）	聊 + 樂 + 我 + 員	聊 + 樂 + 我 + hyuən	a	員	0 0 0 408
1505	93	出其東門	93.2	1	出其闉a[ta]闍	出 + 其 + 闉 + 闍	出 + 其 + 闉 + ta	a	闍	0 0 0 409
1506	93	出其東門	93.2	2	有女如a[da]荼。	有 + 女 + 如 + 荼	有 + 女 + 如 + da	a	荼	0 0 0 409
1507	93	出其東門	93.2	3	雖則如a[da]荼	雖 + 則 + 如 + 荼	雖 + 則 + 如 + da	a	荼	0 0 0 409
1508	93	出其東門	93.2	4	匪我思a[tzia]且。	匪 + 我 + 思 + 且	匪 + 我 + 思 + tzia	a	且	0 0 0 409
1509	93	出其東門	93.2	5	縞衣茹a[lia]藘	縞 + 衣 + 茹 + 藘	縞 + 衣 + 茹 + lia	a	藘	0 0 0 409
1510	93	出其東門	93.2	6	聊可與a[ngiua]娛。（鱼部）	聊 + 可 + 與 + 娛	聊 + 可 + 與 + ngiua	a	娛	0 0 0 409
1511	94	野有蔓草	94.1	1	野有蔓草	野 + 有 + 蔓 + 草	野 + 有 + 蔓 + 草			0 0 0 0
1512	94	野有蔓草	94.1	2	零露a[duan]漙兮。	零 + 露 + 漙 + 兮	零 + 露 + duan + 兮	a	漙	0 0 410 0
1513	94	野有蔓草	94.1	3	有美一人	有 + 美 + 一 + 人	有 + 美 + 一 + 人			0 0 0 0
1514	94	野有蔓草	94.1	4	清揚a[iuan]<uncertainty if iuan or luan>婉兮。	清 + 揚 + 婉 + 兮	清 + 揚 + iuan + 兮	a	婉	0 0 410 0
1515	94	野有蔓草	94.1	5	邂逅相遇	邂 + 逅 + 相 + 遇	邂 + 逅 + 相 + 遇			0 0 0 0
1516	94	野有蔓草	94.1	6	適我a[ngiuan]願兮。（元部）	適 + 我 + 願 + 兮	適 + 我 + ngiuan + 兮	a	願	0 0 410 0
1517	94	野有蔓草	94.2	1	野有蔓草	野 + 有 + 蔓 + 草	野 + 有 + 蔓 + 草			0 0 0 0
1518	94	野有蔓草	94.2	2	零露瀼a[njiang]瀼。	零 + 露 + 瀼 + 瀼	零 + 露 + 瀼 + njiang	a	瀼	0 0 0 411
1519	94	野有蔓草	94.2	3	有美一人	有 + 美 + 一 + 人	有 + 美 + 一 + 人			0 0 0 0
1520	94	野有蔓草	94.2	4	婉如清a[jiang]揚。	婉 + 如 + 清 + 揚	婉 + 如 + 清 + jiang	a	揚	0 0 0 411
1521	94	野有蔓草	94.2	5	邂逅相遇	邂 + 逅 + 相 + 遇	邂 + 逅 + 相 + 遇			0 0 0 0
1522	94	野有蔓草	94.2	6	與子偕a[tzang]臧。（阳部）	與 + 子 + 偕 + 臧	與 + 子 + 偕 + tzang	a	臧	0 0 0 411
1523	95	溱洧	95.1	1	溱與洧	溱 + 與 + 洧	溱 + 與 + 洧			0 0 0
1524	95	溱洧	95.1	2	方渙a[xuan]渙兮。	方 + 渙 + 渙 + 兮	方 + 渙 + xuan + 兮	a	渙	0 0 412 0
1525	95	溱洧	95.1	3	士與女	士 + 與 + 女	士 + 與 + 女			0 0 0
1526	95	溱洧	95.1	4	方秉a[kean]蘭兮。（元部）	方 + 秉 + 蘭 + 兮	方 + 秉 + kean + 兮	a	蘭	0 0 412 0
1527	95	溱洧	95.1	5	女曰觀b[ha]乎。	女 + 曰 + 觀 + 乎	女 + 曰 + 觀 + ha	b	乎	0 0 0 413
1528	95	溱洧	95.1	6	士曰既b[tzia]且。	士 + 曰 + 既 + 且	士 + 曰 + 既 + tzia	b	且	0 0 0 413
1529	95	溱洧	95.1	7	且往觀b[ha]乎。（鱼部）	且 + 往 + 觀 + 乎	且 + 往 + 觀 + ha	b	乎	0 0 0 413
1530	95	溱洧	95.1	8	洧之外	洧 + 之 + 外	洧 + 之 + 外			0 0 0
1531	95	溱洧	95.1	9	洵訏且c[lôk]樂。	洵 + 訏 + 且 + 樂	洵 + 訏 + 且 + lôk	c	樂	0 0 0 414
1532	95	溱洧	95.1	10	維士與女	維 + 士 + 與 + 女	維 + 士 + 與 + 女			0 0 0 0
1533	95	溱洧	95.1	11	伊其相c[xiôk]謔	伊 + 其 + 相 + 謔	伊 + 其 + 相 + xiôk	c	謔	0 0 0 414
1534	95	溱洧	95.1	12	贈之以勺c[jiôk]藥。（药部）	贈 + 之 + 以 + 勺 + 藥	贈 + 之 + 以 + 勺 + jiôk	c	藥	0 0 0 0 414
1535	95	溱洧	95.2	1	溱與洧	溱 + 與 + 洧	溱 + 與 + 洧			0 0 0
1536	95	溱洧	95.2	2	瀏其a[tsieng]清矣。	瀏 + 其 + 清 + 矣	瀏 + 其 + tsieng + 矣	a	清	0 0 415 0
1537	95	溱洧	95.2	3	士與女	士 + 與 + 女	士 + 與 + 女			0 0 0
1538	95	溱洧	95.2	4	殷其a[jieng]盈矣。（耕部）	殷 + 其 + 盈 + 矣	殷 + 其 + jieng + 矣	a	盈	0 0 415 0
1539	95	溱洧	95.2	5	女曰觀b[ha]乎。	女 + 曰 + 觀 + 乎	女 + 曰 + 觀 + ha	b	乎	0 0 0 416
1540	95	溱洧	95.2	6	士曰既b[tzia]且。	士 + 曰 + 既 + 且	士 + 曰 + 既 + tzia	b	且	0 0 0 416
1541	95	溱洧	95.2	7	且往觀b[ha]乎。（鱼部）	且 + 往 + 觀 + 乎	且 + 往 + 觀 + ha	b	乎	0 0 0 416
1542	95	溱洧	95.2	8	洧之外	洧 + 之 + 外	洧 + 之 + 外			0 0 0
1543	95	溱洧	95.2	9	洵訏且c[lôk]樂。	洵 + 訏 + 且 + 樂	洵 + 訏 + 且 + lôk	c	樂	0 0 0 417
1544	95	溱洧	95.2	10	維士與女	維 + 士 + 與 + 女	維 + 士 + 與 + 女			0 0 0 0
1545	95	溱洧	95.2	11	伊其將c[xiôk]謔	伊 + 其 + 將 + 謔	伊 + 其 + 將 + xiôk	c	謔	0 0 0 417
1546	95	溱洧	95.2	12	贈之以勺c[jiôk]藥。（药部）	贈 + 之 + 以 + 勺 + 藥	贈 + 之 + 以 + 勺 + jiôk	c	藥	0 0 0 0 417
1547	95	溱洧	95.6	1	齊風	齊 + 風	齊 + 風			0 0
1548	96	雞鳴	96.1	1	雞既a[mieng]鳴矣	雞 + 既 + 鳴 + 矣	雞 + 既 + mieng + 矣	a	鳴	0 0 418 0
1549	96	雞鳴	96.1	2	朝既a[jieng]盈矣。	朝 + 既 + 盈 + 矣	朝 + 既 + jieng + 矣	a	盈	0 0 418 0
1550	96	雞鳴	96.1	3	匪雞則a[mieng]鳴	匪 + 雞 + 則 + 鳴	匪 + 雞 + 則 + mieng	a	鳴	0 0 0 418
1551	96	雞鳴	96.1	4	蒼蠅之a[sjieng]聲。（耕部）	蒼 + 蠅 + 之 + 聲	蒼 + 蠅 + 之 + sjieng	a	聲	0 0 0 418
1552	96	雞鳴	96.2	1	東方a[myang]明矣	東 + 方 + 明 + 矣	東 + 方 + myang + 矣	a	明	0 0 419 0
1553	96	雞鳴	96.2	2	朝既a[thjiang]昌矣。	朝 + 既 + 昌 + 矣	朝 + 既 + thjiang + 矣	a	昌	0 0 419 0
1554	96	雞鳴	96.2	3	匪東方則a[myang]明	匪 + 東 + 方 + 則 + 明	匪 + 東 + 方 + 則 + myang	a	明	0 0 0 0 419
1555	96	雞鳴	96.2	4	月出之a[kuang]光。（阳部）	月 + 出 + 之 + 光	月 + 出 + 之 + kuang	a	光	0 0 0 419
1556	96	雞鳴	96.3	1	蟲飛薨a[xuəng]薨	蟲 + 飛 + 薨 + 薨	蟲 + 飛 + 薨 + xuəng	a	薨	0 0 0 420
1557	96	雞鳴	96.3	2	甘與子同a[miuəng]夢。	甘 + 與 + 子 + 同 + 夢	甘 + 與 + 子 + 同 + miuəng	a	夢	0 0 0 0 420
1558	96	雞鳴	96.3	3	會且歸矣	會 + 且 + 歸 + 矣	會 + 且 + 歸 + 矣			0 0 0 0
1559	96	雞鳴	96.3	4	無庶予子a[tzəng]憎。（蒸部）	無 + 庶 + 予 + 子 + 憎	無 + 庶 + 予 + 子 + tzəng	a	憎	0 0 0 0 420
1560	97	還	97.1	1	子之a[hoan]還兮	子 + 之 + 還 + 兮	子 + 之 + hoan + 兮	a	還	0 0 421 0
1561	97	還	97.1	2	遭我乎峱之a[kean]間兮。	遭 + 我 + 乎 + 峱 + 之 + 間 + 兮	遭 + 我 + 乎 + 峱 + 之 + kean + 兮	a	間	0 0 0 0 0 421 0
1562	97	還	97.1	3	並驅從兩a[kyan]肩兮	並 + 驅 + 從 + 兩 + 肩 + 兮	並 + 驅 + 從 + 兩 + kyan + 兮	a	肩	0 0 0 0 421 0
1563	97	還	97.1	4	揖我謂我a[xiuan]儇兮。（元部）	揖 + 我 + 謂 + 我 + 儇 + 兮	揖 + 我 + 謂 + 我 + xiuan + 兮	a	儇	0 0 0 0 421 0
1564	97	還	97.2	1	子之a[mu]茂兮	子 + 之 + 茂 + 兮	子 + 之 + mu + 兮	a	茂	0 0 422 0
1565	97	還	97.2	2	遭我乎峱之a[du]道兮。	遭 + 我 + 乎 + 峱 + 之 + 道 + 兮	遭 + 我 + 乎 + 峱 + 之 + du + 兮	a	道	0 0 0 0 0 422 0
1566	97	還	97.2	3	並驅從兩a[mu]牡兮	並 + 驅 + 從 + 兩 + 牡 + 兮	並 + 驅 + 從 + 兩 + mu + 兮	a	牡	0 0 0 0 422 0
1567	97	還	97.2	4	揖我謂我a[xu]好兮。（幽部）	揖 + 我 + 謂 + 我 + 好 + 兮	揖 + 我 + 謂 + 我 + xu + 兮	a	好	0 0 0 0 422 0
1568	97	還	97.3	1	子之a[tjiang]昌兮	子 + 之 + 昌 + 兮	子 + 之 + tjiang + 兮	a	昌	0 0 423 0
1569	97	還	97.3	2	遭我乎峱之a[jiang]陽兮。	遭 + 我 + 乎 + 峱 + 之 + 陽 + 兮	遭 + 我 + 乎 + 峱 + 之 + jiang + 兮	a	陽	0 0 0 0 0 423 0
1570	97	還	97.3	3	並驅從兩a[lang]狼兮	並 + 驅 + 從 + 兩 + 狼 + 兮	並 + 驅 + 從 + 兩 + lang + 兮	a	狼	0 0 0 0 423 0
1571	97	還	97.3	4	揖我謂我a[tzang]臧兮。（阳部）	揖 + 我 + 謂 + 我 + 臧 + 兮	揖 + 我 + 謂 + 我 + tzang + 兮	a	臧	0 0 0 0 423 0
1572	98	著	98.1	1	俟我於a[dia]著乎而	俟 + 我 + 於 + 著 + 乎 + 而	俟 + 我 + 於 + dia + 乎 + 而	a	著	0 0 0 424 0 0
1573	98	著	98.1	2	充耳以a[sa]素乎而	充 + 耳 + 以 + 素 + 乎 + 而	充 + 耳 + 以 + sa + 乎 + 而	a	素	0 0 0 424 0 0
1574	98	著	98.1	3	尚之以瓊a[hoa]華乎而。（鱼部）	尚 + 之 + 以 + 瓊 + 華 + 乎 + 而	尚 + 之 + 以 + 瓊 + hoa + 乎 + 而	a	華	0 0 0 0 424 0 0
1575	98	著	98.2	1	俟我於a[dyeng]庭乎而	俟 + 我 + 於 + 庭 + 乎 + 而	俟 + 我 + 於 + dyeng + 乎 + 而	a	庭	0 0 0 425 0 0
1576	98	著	98.2	2	充耳以a[tsyeng]青乎而	充 + 耳 + 以 + 青 + 乎 + 而	充 + 耳 + 以 + tsyeng + 乎 + 而	a	青	0 0 0 425 0 0
1577	98	著	98.2	3	尚之以瓊a[hiueng]瑩乎而。（耕部）	尚 + 之 + 以 + 瓊 + 瑩 + 乎 + 而	尚 + 之 + 以 + 瓊 + hiueng + 乎 + 而	a	瑩	0 0 0 0 425 0 0
1578	98	著	98.3	1	俟我於a[dang]堂乎而	俟 + 我 + 於 + 堂 + 乎 + 而	俟 + 我 + 於 + dang + 乎 + 而	a	堂	0 0 0 426 0 0
1579	98	著	98.3	2	充耳以a[huang]黃乎而	充 + 耳 + 以 + 黃 + 乎 + 而	充 + 耳 + 以 + huang + 乎 + 而	a	黃	0 0 0 426 0 0
1580	98	著	98.3	3	尚之以瓊a[yang]英乎而。（阳部）	尚 + 之 + 以 + 瓊 + 英 + 乎 + 而	尚 + 之 + 以 + 瓊 + yang + 乎 + 而	a	英	0 0 0 0 426 0 0
1581	99	東方之日	99.1	1	東方之a[njiet]日兮。	東 + 方 + 之 + 日 + 兮	東 + 方 + 之 + njiet + 兮	a	日	0 0 0 427 0
1582	99	東方之日	99.1	2	彼姝者子	彼 + 姝 + 者 + 子	彼 + 姝 + 者 + 子			0 0 0 0
1583	99	東方之日	99.1	3	在我a[sjiet]室兮。	在 + 我 + 室 + 兮	在 + 我 + sjiet + 兮	a	室	0 0 427 0
1585	99	東方之日	99.1	5	履我a[tziet]即兮。（质部）	履 + 我 + 即 + 兮	履 + 我 + tziet + 兮	a	即	0 0 427 0
1586	99	東方之日	99.2	1	東方之a[ngiuat]月兮。	東 + 方 + 之 + 月 + 兮	東 + 方 + 之 + ngiuat + 兮	a	月	0 0 0 428 0
1587	99	東方之日	99.2	2	彼姝者子	彼 + 姝 + 者 + 子	彼 + 姝 + 者 + 子			0 0 0 0
1588	99	東方之日	99.2	3	在我a[that]闥兮。	在 + 我 + 闥 + 兮	在 + 我 + that + 兮	a	闥	0 0 428 0
1590	99	東方之日	99.2	5	履我a[piuat]發兮。（月部）	履 + 我 + 發 + 兮	履 + 我 + piuat + 兮	a	發	0 0 428 0
1591	100	東方未明	100.1	1	東方未a[myang]明	東 + 方 + 未 + 明	東 + 方 + 未 + myang	a	明	0 0 0 429
1592	100	東方未明	100.1	2	顛倒衣a[zjiang]裳。（阳部）	顛 + 倒 + 衣 + 裳	顛 + 倒 + 衣 + zjiang	a	裳	0 0 0 429
1593	100	東方未明	100.1	3	顛之b[tô]倒之	顛 + 之 + 倒 + 之	顛 + 之 + tô + 之	b	倒	0 0 430 0
1594	100	東方未明	100.1	4	自公b[diô]召之。（宵部）	自 + 公 + 召 + 之	自 + 公 + diô + 之	b	召	0 0 430 0
1595	100	東方未明	100.2	1	東方未a[xiəi]晞	東 + 方 + 未 + 晞	東 + 方 + 未 + xiəi	a	晞	0 0 0 431
1596	100	東方未明	100.2	2	顛倒裳a[iəi]衣。（微部）	顛 + 倒 + 裳 + 衣	顛 + 倒 + 裳 + iəi	a	衣	0 0 0 431
1597	100	東方未明	100.2	3	倒之b[tyen]顛之	倒 + 之 + 顛 + 之	倒 + 之 + tyen + 之	b	顛	0 0 432 0
1598	100	東方未明	100.2	4	自公b[lyen]令之。（真部）	自 + 公 + 令 + 之	自 + 公 + lyen + 之	b	令	0 0 432 0
1599	100	東方未明	100.3	1	折柳樊a[pua]圃	折 + 柳 + 樊 + 圃	折 + 柳 + 樊 + pua	a	圃	0 0 0 433
1600	100	東方未明	100.3	2	狂夫瞿a[giua]瞿。（鱼部）	狂 + 夫 + 瞿 + 瞿	狂 + 夫 + 瞿 + giua	a	瞿	0 0 0 433
1601	100	東方未明	100.3	3	不能辰b[jyak]夜	不 + 能 + 辰 + 夜	不 + 能 + 辰 + jyak	b	夜	0 0 0 434
1602	100	東方未明	100.3	4	不夙則b[mak]莫。（铎部）	不 + 夙 + 則 + 莫	不 + 夙 + 則 + mak	b	莫	0 0 0 434
1603	101	南山	101.1	1	南山崔a[tsuəi]崔	南 + 山 + 崔 + 崔	南 + 山 + 崔 + tsuəi	a	崔	0 0 0 435
1604	101	南山	101.1	2	雄狐綏a[siuəi]綏。	雄 + 狐 + 綏 + 綏	雄 + 狐 + 綏 + siuəi	a	綏	0 0 0 435
1605	101	南山	101.1	3	魯道有蕩	魯 + 道 + 有 + 蕩	魯 + 道 + 有 + 蕩			0 0 0 0
1606	101	南山	101.1	4	齊子由a[kiuəi]歸。	齊 + 子 + 由 + 歸	齊 + 子 + 由 + kiuəi	a	歸	0 0 0 435
1607	101	南山	101.1	5	既曰a[kiuəi]歸止	既 + 曰 + 歸 + 止	既 + 曰 + kiuəi + 止	a	歸	0 0 435 0
1608	101	南山	101.1	6	曷又a[hoəi]懷止。（微部）	曷 + 又 + 懷 + 止	曷 + 又 + hoəi + 止	a	懷	0 0 435 0
1609	101	南山	101.2	1	葛屨五a[liang]兩	葛 + 屨 + 五 + 兩	葛 + 屨 + 五 + liang	a	兩	0 0 0 436
1610	101	南山	101.2	2	冠緌b[sheong]雙止。	冠 + 緌 + 雙 + 止	冠 + 緌 + sheong + 止	b	雙	0 0 437 0
1611	101	南山	101.2	3	魯道有a[dang]蕩	魯 + 道 + 有 + 蕩	魯 + 道 + 有 + dang	a	蕩	0 0 0 436
1612	101	南山	101.2	4	齊子b[jiong]庸止。（a= 阳部）	齊 + 子 + 庸 + 止	齊 + 子 + jiong + 止	b	庸	0 0 437 0
1613	101	南山	101.2	5	既曰b[jiong]庸止	既 + 曰 + 庸 + 止	既 + 曰 + jiong + 止	b	庸	0 0 437 0
1614	101	南山	101.2	6	曷又b[dziong]從止。（b= 东部）	曷 + 又 + 從 + 止	曷 + 又 + dziong + 止	b	從	0 0 437 0
1615	101	南山	101.3	1	蓺麻如之何	蓺 + 麻 + 如 + 之 + 何	蓺 + 麻 + 如 + 之 + 何			0 0 0 0 0
1616	101	南山	101.3	2	衡從其a[mə]畝。	衡 + 從 + 其 + 畝	衡 + 從 + 其 + mə	a	畝	0 0 0 438
1617	101	南山	101.3	3	取妻如之何	取 + 妻 + 如 + 之 + 何	取 + 妻 + 如 + 之 + 何			0 0 0 0 0
1618	101	南山	101.3	4	必告父a[mə]母。（之部）	必 + 告 + 父 + 母	必 + 告 + 父 + mə	a	母	0 0 0 438
1619	101	南山	101.3	5	既曰b[kuk]告止	既 + 曰 + 告 + 止	既 + 曰 + kuk + 止	b	告	0 0 439 0
1620	101	南山	101.3	6	曷又b[kiuk]鞠止。（觉部）	曷 + 又 + 鞠 + 止	曷 + 又 + kiuk + 止	b	鞠	0 0 439 0
1621	101	南山	101.4	1	析薪如之何	析 + 薪 + 如 + 之 + 何	析 + 薪 + 如 + 之 + 何			0 0 0 0 0
1622	101	南山	101.4	2	匪斧不a[khək]克。	匪 + 斧 + 不 + 克	匪 + 斧 + 不 + khək	a	克	0 0 0 440
1623	101	南山	101.4	3	取妻如之何	取 + 妻 + 如 + 之 + 何	取 + 妻 + 如 + 之 + 何			0 0 0 0 0
1624	101	南山	101.4	4	匪媒不a[tək]得。	匪 + 媒 + 不 + 得	匪 + 媒 + 不 + tək	a	得	0 0 0 440
1625	101	南山	101.4	5	既曰a[tək]得止	既 + 曰 + 得 + 止	既 + 曰 + tək + 止	a	得	0 0 440 0
1626	101	南山	101.4	6	曷又a[giək]極止。（职部）	曷 + 又 + 極 + 止	曷 + 又 + giək + 止	a	極	0 0 440 0
1627	102	甫田	102.1	1	無田甫a[dyen]田	無 + 田 + 甫 + 田	無 + 田 + 甫 + dyen	a	田	0 0 0 441
1628	102	甫田	102.1	2	維莠驕b[kiô]驕。（a= 真部）	維 + 莠 + 驕 + 驕	維 + 莠 + 驕 + kiô	b	驕	0 0 0 442
1629	102	甫田	102.1	3	無思遠a[njien]人	無 + 思 + 遠 + 人	無 + 思 + 遠 + njien	a	人	0 0 0 441
1630	102	甫田	102.1	4	勞心忉b[tô]忉。（b= 宵部）	勞 + 心 + 忉 + 忉	勞 + 心 + 忉 + tô	b	忉	0 0 0 442
1631	102	甫田	102.2	1	無田甫a[dyen]田	無 + 田 + 甫 + 田	無 + 田 + 甫 + dyen	a	田	0 0 0 443
1632	102	甫田	102.2	2	維莠桀b[giat]桀。（a= 真部）	維 + 莠 + 桀 + 桀	維 + 莠 + 桀 + giat	b	桀	0 0 0 444
1633	102	甫田	102.2	3	無思遠a[njien]人	無 + 思 + 遠 + 人	無 + 思 + 遠 + njien	a	人	0 0 0 443
1634	102	甫田	102.2	4	勞心怛b[tat]怛。（b= 月部）	勞 + 心 + 怛 + 怛	勞 + 心 + 怛 + tat	b	怛	0 0 0 444
1635	102	甫田	102.3	1	婉兮a[liuan]孌兮	婉 + 兮 + 孌 + 兮	婉 + 兮 + liuan + 兮	a	孌	0 0 445 0
1636	102	甫田	102.3	2	總角a[koan]丱兮。	總 + 角 + 丱 + 兮	總 + 角 + koan + 兮	a	丱	0 0 445 0
1637	102	甫田	102.3	3	未幾a[kyan]見兮	未 + 幾 + 見 + 兮	未 + 幾 + kyan + 兮	a	見	0 0 445 0
1638	102	甫田	102.3	4	突而a[bian]弁兮。（元部）	突 + 而 + 弁 + 兮	突 + 而 + bian + 兮	a	弁	0 0 445 0
1639	103	盧令	103.1	1	盧令a[lyen]令	盧 + 令 + 令	盧 + 令 + lyen	a	令	0 0 446
1640	103	盧令	103.1	2	其人美且a[njien]仁。（真部）	其 + 人 + 美 + 且 + 仁	其 + 人 + 美 + 且 + njien	a	仁	0 0 0 0 446
1641	103	盧令	103.2	1	盧重a[hoan]環	盧 + 重 + 環	盧 + 重 + hoan	a	環	0 0 447
1642	103	盧令	103.2	2	其人美且a[giuan]鬈。（元部）	其 + 人 + 美 + 且 + 鬈	其 + 人 + 美 + 且 + giuan	a	鬈	0 0 0 0 447
1643	103	盧令	103.3	1	盧重a[muə]鋂	盧 + 重 + 鋂	盧 + 重 + muə	a	鋂	0 0 448
1644	103	盧令	103.3	2	其人美且a[tsə]偲。（之部）	其 + 人 + 美 + 且 + 偲	其 + 人 + 美 + 且 + tsə	a	偲	0 0 0 0 448
1645	104	敝笱	104.1	1	敝笱在梁	敝 + 笱 + 在 + 梁	敝 + 笱 + 在 + 梁			0 0 0 0
1646	104	敝笱	104.1	2	其魚魴a[koən]鰥。	其 + 魚 + 魴 + 鰥	其 + 魚 + 魴 + koən	a	鰥	0 0 0 449
1647	104	敝笱	104.1	3	齊子歸止	齊 + 子 + 歸 + 止	齊 + 子 + 歸 + 止			0 0 0 0
1648	104	敝笱	104.1	4	其從如a[hiuən]雲。（文部）	其 + 從 + 如 + 雲	其 + 從 + 如 + hiuən	a	雲	0 0 0 449
1649	104	敝笱	104.2	1	敝笱在梁	敝 + 笱 + 在 + 梁	敝 + 笱 + 在 + 梁			0 0 0 0
1650	104	敝笱	104.2	2	其魚魴a[zia]鱮。	其 + 魚 + 魴 + 鱮	其 + 魚 + 魴 + zia	a	鱮	0 0 0 450
1651	104	敝笱	104.2	3	齊子歸止	齊 + 子 + 歸 + 止	齊 + 子 + 歸 + 止			0 0 0 0
1652	104	敝笱	104.2	4	其從如a[hiua]雨。（鱼部）	其 + 從 + 如 + 雨	其 + 從 + 如 + hiua	a	雨	0 0 0 450
